0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.07,0.0,0.18,1
0.0,0.0,0.0,0.0,0.06,0.184,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.054,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.203,1
0.0,0.0,0.0,0.0,0.0,0.081,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,1.27,0.0,0.063,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.37,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.31,0.0,0.0,0.0,0.0,0.496,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.1,0.0,0.046,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,1.44,0.196,1
0.0,0.0,0.0,0.1,0.0,0.046,1
0.0,0.0,0.0,0.0,1.44,0.196,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,1.17,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.091,1
0.0,0.0,0.0,0.0,0.0,0.302,1
0.68,0.0,0.0,1.36,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.48,0.244,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.41,0.0,1
0.0,0.0,0.0,0.3,0.0,0.207,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.036,1
0.0,0.0,0.0,0.0,0.15,0.068,1
0.0,0.0,0.0,0.0,0.06,0.167,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.02,0.756,1
0.0,0.0,0.0,0.0,0.0,0.23,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.332,1
0.0,0.0,0.0,0.0,0.0,0.071,1
0.0,0.0,0.0,0.0,1.26,0.596,1
0.0,0.0,0.0,0.0,0.0,0.333,1
0.0,0.0,0.0,0.0,0.0,0.0,1
